periodo,codigo,nome,turma,siape,horario,matricula,nota,situacao
1,DCA0212.1,CIRCUITOS DIGITAIS - LABORATÓRIO,3,1205246-1,6T56,20170043518,10.00,APROVADO
1,MEC1608,MÁQUINAS DE FLUXO,1,349104-0,24T56 (11/02/2019 - 29/06/2019),20160147377,8.50,APROVADO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,4,"1717461-1,1674419-7",35N34 (11/02/2019 - 29/06/2019),20180037532,-,TRANCADO
1,ECT2305,PRÁTICA DE LEITURA EM INGLÊS,6,1319338-6,3N12 (11/02/2019 - 29/06/2019),20180037532,-,INDEFERIDO
1,ECT2307,FÍSICA EXPERIMENTAL I,02A,1717472-6,2T123 (25/02/2019 - 01/06/2019),20170042314,-,INDEFERIDO
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,4,1544724-5,2N34 (11/02/2019 - 29/06/2019),20170149571,9.10,APROVADO
1,ECT2412,MECÂNICA DOS SÓLIDOS,4,"2087565-9,1752508-1",46N12 (11/02/2019 - 29/06/2019),20170149571,9.90,APROVADO
1,DCA0103,ANALISE DE SINAIS E SISTEMAS,2,1149639-0,246T56,20170149571,8.60,APROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",3,"1753896-5,2410576-9",35T34 (11/02/2019 - 29/06/2019),20180038790,7.60,APROVADO
1,FPE0087,LÍNGUA BRASILEIRA DE SINAIS - LIBRAS,12,3241022-2,35M12 (11/02/2019 - 29/06/2019),20160143251,-,INDEFERIDO
1,MEC1604,MECÂNICA DOS SÓLIDOS II,2,1064594-4,35N34 (11/02/2019 - 29/06/2019),20160143251,2.00,REPROVADO
1,ECT2201,CÁLCULO II,4,2998751-4,35N34 (11/02/2019 - 29/06/2019),20180030390,0.00,REPROVADO
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,05C,"3051115-3,3193556-9",7T56  46N12 (11/02/2019 - 29/06/2019),20180030390,7.20,APROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,5,2218079-8,35N12 (11/02/2019 - 29/06/2019),20180030390,0.90,REPROVADO
1,ECT2305,PRÁTICA DE LEITURA EM INGLÊS,5,1755308-5,2N12 (11/02/2019 - 29/06/2019),20180030390,7.60,APROVADO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,4,"1674419-7,1717461-1",35N34 (11/02/2019 - 29/06/2019),20180039591,0.70,REPROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,5,2218079-8,35N12 (11/02/2019 - 29/06/2019),20180039591,-,INDEFERIDO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,7,4857669-9,25T56 (11/02/2019 - 29/06/2019),20180039591,5.00,APROVADO POR NOTA
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,05C,1312423-6,7T12  46N12 (11/02/2019 - 15/06/2019),20180039591,-,INDEFERIDO
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,1,3242299-9,3M12 (11/02/2019 - 29/06/2019),20180039591,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2401,COMPUTAÇÃO NUMÉRICA,01A,4523538-6,3M34  46T12 (11/02/2019 - 15/06/2019),20170031295,6.40,APROVADO POR NOTA
1,MTR0922,QUIMICA APLICADA PARA ENGENHARIA DE MATERIAIS,1,1883170-4,24T56,20170031295,8.00,APROVADO
1,MTR0355,TERMODINÂMICA APLICADA A MATERIAIS,1,"1350249-4,2414250-8",24N12,20170031295,5.60,APROVADO POR NOTA
1,ECT2201,CÁLCULO II,3,2141197-4,35T12 (11/02/2019 - 29/06/2019),20170031295,6.20,APROVADO POR NOTA
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,2,1544724-5,5M12 (11/02/2019 - 29/06/2019),20170034377,7.70,APROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,5,2218079-8,35N12 (11/02/2019 - 29/06/2019),20170034377,-,INDEFERIDO
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,03D,"1170845-1,1845280-1",46M34  5T34 (11/02/2019 - 29/06/2019),20170034377,4.50,REPROVADO
1,ECT2414,ELETRICIDADE APLICADA,01C,1658061-5,"3M3456 5M34 (11/02/2019 - 31/03/2019), 35M34 (01/04/2019 - 15/06/2019)",20160143251,-,DESISTENCIA
1,ECT2401,COMPUTAÇÃO NUMÉRICA,04C,"2757086-1,3051115-3,2614800-7",7M12  24N12 (11/02/2019 - 15/06/2019),20160143251,0.30,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2412,MECÂNICA DOS SÓLIDOS,3,1752508-1,46M34 (11/02/2019 - 29/06/2019),20160143251,1.60,REPROVADO POR MÉDIA E POR FALTAS
1,MEC1507,SISTEMAS TÉRMICOS I,2,1235107-7,24N34 (11/02/2019 - 29/06/2019),20160143251,6.00,APROVADO POR NOTA
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20170116641,7.30,APROVADO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,1,1328776-3,35T34 (11/02/2019 - 29/06/2019),20170116641,7.60,APROVADO
1,ECT2401,COMPUTAÇÃO NUMÉRICA,01C,4523538-6,3M56  46T12 (11/02/2019 - 15/06/2019),20170116641,6.10,APROVADO POR NOTA
1,ECT2413,MECÂNICA DOS FLUIDOS,1,1271737-3,35T12 (11/02/2019 - 29/06/2019),20170116641,6.20,APROVADO POR NOTA
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,04B,"3193556-9,3051115-3,2993322-8",3T56  46N34 (11/02/2019 - 29/06/2019),20180148700,-,INDEFERIDO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20170030458,-,INDEFERIDO
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,1,1648476-4,35M34 (11/02/2019 - 29/06/2019),20170030458,8.20,APROVADO
1,ECT2307,FÍSICA EXPERIMENTAL I,02A,1717472-6,2T123 (25/02/2019 - 01/06/2019),20170030458,-,INDEFERIDO
1,ECT2202,ÁLGEBRA LINEAR,4,2340200-0,46N12 (11/02/2019 - 29/06/2019),20170030458,-,INDEFERIDO
1,MEC1506,METALOGRAFIA E TRATAMENTOS TÉRMICOS,2,"2550377-6,3078532-6",46M3456 (11/02/2019 - 18/04/2019),20160158076,0.40,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2403,FÍSICA EXPERIMENTAL II,03A,2913810-0,3M345 (25/02/2019 - 01/06/2019),20160158076,5.40,APROVADO POR NOTA
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,5,1801831-1,35N34 (11/02/2019 - 29/06/2019),20180042078,1.70,REPROVADO
1,ECT2305,PRÁTICA DE LEITURA EM INGLÊS,6,1319338-6,3N12 (11/02/2019 - 29/06/2019),20180042078,-,INDEFERIDO
1,ECT2301,CÁLCULO III,4,2583622-8,46N12 (11/02/2019 - 29/06/2019),20180042078,5.00,APROVADO POR NOTA
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,04B,"3051115-3,3193556-9,2993322-8",3T56  46N34 (11/02/2019 - 29/06/2019),20180042078,-,TRANCADO
1,CIV0348,LEGISLACAO E SEGURANCA DO TRABALHO,3,1330408-1,24N12,20180039072,-,INDEFERIDO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,04C,1312423-6,7T12  46N34 (11/02/2019 - 15/06/2019),20180039072,1.00,REPROVADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,6,1879244-0,25N34 (11/02/2019 - 29/06/2019),20180039072,4.10,REPROVADO
1,ECT2103,CÁLCULO I,7,2646069-8,35T56 (11/02/2019 - 29/06/2019),20180039072,3.60,REPROVADO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,5,1615358-0,35N12 (11/02/2019 - 29/06/2019),20180039072,7.10,APROVADO
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,4,1544724-5,2N34 (11/02/2019 - 29/06/2019),20180031038,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,05B,3193556-9,2T56  46N12 (11/02/2019 - 29/06/2019),20180031038,2.10,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2103,CÁLCULO I,7,2646069-8,35T56 (11/02/2019 - 29/06/2019),20180031038,1.30,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,4,3030343-7,2N12 (11/02/2019 - 29/06/2019),20180031038,0.80,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2201,CÁLCULO II,3,2141197-4,35T12 (11/02/2019 - 29/06/2019),20170002097,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2411,CIÊNCIA E TECNOLOGIA DOS MATERIAIS,01B,"1718775-5,2254759-4","24T56 (11/02/2019 - 10/03/2019),  2T3456 4T56 (11/03/2019 - 27/04/2019),  24T56 (28/04/2019 - 08/06/2019)",20170002097,1.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20180134680,0.00,REPROVADO
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,5,2218079-8,35N12 (11/02/2019 - 29/06/2019),20180134680,-,INDEFERIDO
1,ECT2205,PRÁTICAS DE LEITURA E ESCRITA II,1,2087054-1,2M56 (11/02/2019 - 29/06/2019),20180134680,1.00,REPROVADO
1,ECT2201,CÁLCULO II,4,2998751-4,35N34 (11/02/2019 - 29/06/2019),20180134680,3.80,REPROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",1,1753067-1,35T12 (11/02/2019 - 29/06/2019),20180134680,1.30,REPROVADO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,04A,1312423-6,3T34  46N34 (11/02/2019 - 15/06/2019),20180134680,8.30,APROVADO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,1,1328776-3,35T34 (11/02/2019 - 29/06/2019),20160158076,8.30,APROVADO
1,ECT2412,MECÂNICA DOS SÓLIDOS,2,3068002-8,46T12 (11/02/2019 - 29/06/2019),20160158076,6.70,APROVADO POR NOTA
1,ECT2202,ÁLGEBRA LINEAR,3,2352793-7,46T12 (11/02/2019 - 29/06/2019),20180134680,0.30,REPROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",5,"2410576-9,1753896-5",35N12 (11/02/2019 - 29/06/2019),20180157719,5.60,APROVADO POR NOTA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20180157719,1.20,REPROVADO
1,ECT2101,PRÉ-CÁLCULO,8,3550015-0,24M56 (11/02/2019 - 29/06/2019),20180157719,2.00,REPROVADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,8,2571630-3,25M34 (11/02/2019 - 29/06/2019),20180157719,-,TRANCADO
1,MEC1507,SISTEMAS TÉRMICOS I,2,1235107-7,24N34 (11/02/2019 - 29/06/2019),2016020170,5.80,APROVADO POR NOTA
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,4,1912054-2,24N34 (11/02/2019 - 29/06/2019),20170105450,-,CANCELADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,7,4857669-9,25T56 (11/02/2019 - 29/06/2019),20170105450,-,CANCELADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",4,"1753896-5,2410576-9",35N34 (11/02/2019 - 29/06/2019),20170105450,-,CANCELADO
1,ECT2101,PRÉ-CÁLCULO,6,1674079-5,2356N12 (11/02/2019 - 19/04/2019),20170105450,1.80,CANCELADO
1,ECT1558,ÉTICA EM CIÊNCIA E TECNOLOGIA,1,"1987942-5,3058487-8",5T3456 (11/02/2019 - 29/06/2019),2012927144,6.00,APROVADO POR NOTA
1,FPE0087,LÍNGUA BRASILEIRA DE SINAIS - LIBRAS,5,3026619-1,6N1234 (11/02/2019 - 29/06/2019),2012927144,-,INDEFERIDO
1,MEC1506,METALOGRAFIA E TRATAMENTOS TÉRMICOS,2,"3078532-6,2550377-6",46M3456 (11/02/2019 - 18/04/2019),20160141954,6.30,APROVADO POR NOTA
1,MEC1505,CAD PARA ENGENHARIA I,1,1792669-8,35M3456 (11/02/2019 - 16/04/2019),20160141954,5.60,APROVADO POR NOTA
1,MEC1604,MECÂNICA DOS SÓLIDOS II,1,1338331-2,24T34 (11/02/2019 - 29/06/2019),20160141954,1.70,REPROVADO
1,MEC1507,SISTEMAS TÉRMICOS I,2,1235107-7,24N34 (11/02/2019 - 29/06/2019),20160141954,-,INDEFERIDO
1,ECT2202,ÁLGEBRA LINEAR,2,1756325-1,46T56 (11/02/2019 - 29/06/2019),2015093153,-,INDEFERIDO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),2015093153,-,INDEFERIDO
1,ECT2412,MECÂNICA DOS SÓLIDOS,2,3068002-8,46T12 (11/02/2019 - 29/06/2019),2015093153,6.00,APROVADO POR NOTA
1,MEC1505,CAD PARA ENGENHARIA I,1,1792669-8,35M3456 (11/02/2019 - 16/04/2019),2016017933,5.10,APROVADO POR NOTA
1,MEC1507,SISTEMAS TÉRMICOS I,2,1235107-7,24N34 (11/02/2019 - 29/06/2019),2016017933,-,INDEFERIDO
1,MEC1604,MECÂNICA DOS SÓLIDOS II,1,1338331-2,24T34 (11/02/2019 - 29/06/2019),2016017933,4.00,REPROVADO
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,04C,1312423-6,7T12  46N34 (11/02/2019 - 15/06/2019),2016092624,0.20,CANCELADO
1,ECT2104,QUÍMICA GERAL,05D,"1255011-8,2275848-0",7T34  36N12 (11/02/2019 - 29/06/2019),2016092624,3.00,CANCELADO
1,DBF3003,BIOFÍSICA,01A,1032508-7,35N34,2014074627,8.10,APROVADO
1,MOR0070,BLOCO MORFOLOGICO,1,"3492786-9,1667882-8,2318723-1,3005521-2",24N1234,2014074627,5.10,APROVADO POR NOTA
1,DEM0102,ALGORITMO E PROGRAMACAO ORIENTADA AO OBJETO,1,2343264-2,35N12,2016014270,6.60,APROVADO POR NOTA
1,ECT2412,MECÂNICA DOS SÓLIDOS,1,2087565-9,46T34 (11/02/2019 - 29/06/2019),20170117620,8.00,APROVADO
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,3,3242299-9,3M34 (11/02/2019 - 29/06/2019),20170117620,7.30,APROVADO
1,ECT2403,FÍSICA EXPERIMENTAL II,01A,1718474-8,2M345 (25/02/2019 - 01/06/2019),20170117620,7.50,APROVADO
1,ECT2206,"GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO",3,"2410576-9,1753896-5",35T34 (11/02/2019 - 29/06/2019),20170117620,7.10,APROVADO
1,ECT2401,COMPUTAÇÃO NUMÉRICA,01C,4523538-6,3M56  46T12 (11/02/2019 - 15/06/2019),20170117620,8.10,APROVADO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,2,1328776-3,35T56 (11/02/2019 - 29/06/2019),20170117620,9.10,APROVADO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,1,1328776-3,35T34 (11/02/2019 - 29/06/2019),2016014270,6.20,APROVADO POR NOTA
1,ECT2403,FÍSICA EXPERIMENTAL II,01A,1718474-8,2M345 (25/02/2019 - 01/06/2019),2016014270,-,INDEFERIDO
1,DCA1202,PROGRAMAÇAO AVANÇADA,02A,350751-5,345T56,2016014270,7.20,APROVADO
1,ECT2201,CÁLCULO II,1,1680333-9,35T56 (11/02/2019 - 29/06/2019),20180039232,5.70,APROVADO POR NOTA
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,2,2913810-0,35T34 (11/02/2019 - 29/06/2019),20180039232,6.50,APROVADO POR NOTA
1,DCA0105,TEORIA DE CIRCUITOS,1,1205246-1,35T34,20160106801,-,CANCELADO
1,DCA1202,PROGRAMAÇAO AVANÇADA,02A,350751-5,345T56,20160106801,-,CANCELADO
1,DEM0102,ALGORITMO E PROGRAMACAO ORIENTADA AO OBJETO,1,2343264-2,35N12,20160106801,-,CANCELADO
1,DEB0504,INTRODUÇÃO À ENGENHARIA BIOMÉDICA,1,1752038-1,36N34,20170033674,9.00,APROVADO
1,ECT2402,INTRODUÇÃO À FÍSICA CLÁSSICA III,2,1328776-3,35T56 (11/02/2019 - 29/06/2019),20170033674,8.60,APROVADO
1,MOR0070,BLOCO MORFOLOGICO,1,"3492786-9,2318723-1,3005521-2,1667882-8",24N1234,20170033674,5.90,APROVADO POR NOTA
1,ECT2204,INTRODUÇÃO À FÍSICA CLÁSSICA I,5,2218079-8,35N12 (11/02/2019 - 29/06/2019),20160143627,-,INDEFERIDO
1,ECT2201,CÁLCULO II,4,2998751-4,35N34 (11/02/2019 - 29/06/2019),20160143627,1.00,REPROVADO
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,4,1475328-8,35N12 (11/02/2019 - 29/06/2019),20170042270,7.50,APROVADO
1,ECT2412,MECÂNICA DOS SÓLIDOS,1,2087565-9,46T34 (11/02/2019 - 29/06/2019),20170042270,5.30,APROVADO POR NOTA
1,ECT2307,FÍSICA EXPERIMENTAL I,02A,1717472-6,2T123 (25/02/2019 - 01/06/2019),20170042270,-,INDEFERIDO
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,4,1912054-2,24N34 (11/02/2019 - 29/06/2019),20170042270,2.70,REPROVADO
1,ECT2301,CÁLCULO III,4,2583622-8,46N12 (11/02/2019 - 29/06/2019),20170042270,5.00,APROVADO POR NOTA
1,ECT2203,LÓGICA DE PROGRAMAÇÃO,05B,1312423-6,3T56  46N12 (11/02/2019 - 15/06/2019),20180036750,5.60,APROVADO POR NOTA
1,ECT2207,PROBABILIDADE E ESTATÍSTICA,1,1914304-6,46T34 (11/02/2019 - 29/06/2019),20180036750,0.90,REPROVADO
1,ECT2101,PRÉ-CÁLCULO,3,1672787-0,2356M56 (11/02/2019 - 19/04/2019),20180036750,8.40,APROVADO
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,05B,3193556-9,2T56  46N12 (11/02/2019 - 29/06/2019),20170138961,2.80,REPROVADO
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,4,1475328-8,35N12 (11/02/2019 - 29/06/2019),20180031234,5.30,APROVADO POR NOTA
1,ECT2201,CÁLCULO II,4,2998751-4,35N34 (11/02/2019 - 29/06/2019),20180031234,7.00,APROVADO
1,ECT2416,EXPRESSÃO GRÁFICA,02A,2321426-2,46M12 (11/02/2019 - 29/06/2019),20180030059,8.60,APROVADO
1,ECT2307,FÍSICA EXPERIMENTAL I,02A,1717472-6,2T123 (25/02/2019 - 01/06/2019),20180030059,9.50,APROVADO
1,ECT2302,METODOLOGIA CIENTÍFICA E TECNOLÓGICA,1,3242299-9,3M12 (11/02/2019 - 29/06/2019),20180030059,8.30,APROVADO
1,ECT2301,CÁLCULO III,2,1753781-1,46M56 (11/02/2019 - 29/06/2019),20180030059,6.50,APROVADO POR NOTA
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,1,1648476-4,35M34 (11/02/2019 - 29/06/2019),20180030059,-,DESISTENCIA
1,ECT2303,LINGUAGEM DE PROGRAMAÇÃO,03A,"1170845-1,2114893-9",46M34  5T34 (11/02/2019 - 29/06/2019),20180030059,5.90,APROVADO POR NOTA
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,2,1672409-9,35M56 (11/02/2019 - 29/06/2019),20180030059,9.80,APROVADO
1,ECT2201,CÁLCULO II,1,1680333-9,35T56 (11/02/2019 - 29/06/2019),20170138961,2.00,REPROVADO
1,ECT2306,MEIO AMBIENTE E DESENVOLVIMENTO URBANO,4,"1717461-1,1674419-7",35N34 (11/02/2019 - 29/06/2019),20170138961,7.30,APROVADO
1,ECT2304,INTRODUÇÃO À FÍSICA CLÁSSICA II,4,1475328-8,35N12 (11/02/2019 - 29/06/2019),20170138961,5.00,APROVADO POR NOTA
