,ano,turma,matricula,nota,situacao
0,2019.1,05B,20170139510,0.0,REPROVADO
1,2019.1,05B,20180157700,0.0,REPROVADO
2,2019.1,05B,20180136521,7.5,APROVADO
3,2019.1,05B,20180001440,0.0,REPROVADO
4,2019.1,05B,20180039770,1.5,REPROVADO
5,2019.1,05B,20180136011,0.2,REPROVADO
6,2019.1,05B,20180129788,1.5,REPROVADO
7,2019.1,05B,20170043975,0.0,REPROVADO
8,2019.1,05B,20180038010,0.0,REPROVADO
9,2019.1,05B,20170044112,0.2,REPROVADO
10,2019.1,05B,20180036750,5.6,APROVADO POR NOTA
11,2019.1,05B,20160124980,7.0,APROVADO
12,2019.1,05B,20180136361,6.8,APROVADO POR NOTA
13,2019.1,05B,20180035574,8.2,APROVADO
14,2019.1,05B,20180135874,0.0,REPROVADO
15,2019.1,05B,20180032296,8.3,APROVADO
16,2019.1,05B,20180105900,8.2,APROVADO
17,2019.1,05B,20180107889,5.3,APROVADO POR NOTA
18,2019.1,05B,20180146493,1.5,REPROVADO
19,2019.1,05B,20180042238,0.0,REPROVADO
20,2019.1,05B,20160142773,7.2,APROVADO
21,2019.1,05B,20150121152,1.0,REPROVADO
22,2019.1,05B,20170137982,6.2,APROVADO POR NOTA
23,2019.1,05B,20180148667,5.0,APROVADO POR NOTA
24,2019.1,04B,20180106881,7.7,APROVADO
25,2019.1,04B,20170035614,0.2,REPROVADO
26,2019.1,04B,20160158479,0.0,REPROVADO
27,2019.1,04B,20180043370,0.2,REPROVADO
28,2019.1,04B,20180042096,0.2,REPROVADO
29,2019.1,04B,20160143645,0.0,REPROVADO
30,2019.1,04B,20170032917,0.8,REPROVADO
31,2019.1,04B,20180105801,10.0,APROVADO
32,2019.1,04B,20170115223,7.6,APROVADO
33,2019.1,04B,20180136156,5.7,APROVADO POR NOTA
34,2019.1,04B,20150127666,0.6,REPROVADO
35,2019.1,04B,20170147307,2.0,REPROVADO
36,2019.1,04B,20160142639,0.0,REPROVADO
37,2019.1,04B,20180136085,6.8,APROVADO POR NOTA
38,2019.1,04B,20170032336,3.0,REPROVADO
39,2019.1,04B,20180156892,7.5,APROVADO
40,2019.1,04B,20180136601,6.0,APROVADO POR NOTA
41,2019.1,04B,20180135794,8.2,APROVADO
42,2019.1,04B,20180106246,7.2,APROVADO
43,2019.1,04B,20180105703,0.7,REPROVADO
44,2019.1,04B,20180136450,6.8,APROVADO POR NOTA
45,2019.1,04B,20180107646,6.3,APROVADO POR NOTA
46,2019.1,04B,20180040270,3.5,REPROVADO
47,2019.1,04B,20180041796,3.0,REPROVADO
48,2019.1,04B,20170036433,7.0,APROVADO
49,2019.1,04C,20180156936,0.3,REPROVADO
50,2019.1,04C,20180156785,0.4,REPROVADO
51,2019.1,04C,20160158521,0.0,REPROVADO
52,2019.1,04C,20160142521,7.3,APROVADO
53,2019.1,04C,20170118575,0.0,REPROVADO
54,2019.1,04C,20180136657,6.0,APROVADO POR NOTA
55,2019.1,04C,20180041259,7.2,APROVADO
56,2019.1,04C,20180088970,7.0,APROVADO
57,2019.1,04C,20180039072,1.0,REPROVADO
58,2019.1,04C,20180156954,5.0,APROVADO POR NOTA
59,2019.1,04C,20180034414,0.8,REPROVADO
60,2019.1,04C,20180033918,9.0,APROVADO
61,2019.1,04C,20180034334,0.0,REPROVADO
62,2019.1,04C,20180136263,1.0,REPROVADO
63,2019.1,04C,20160146208,5.0,APROVADO POR NOTA
64,2019.1,04C,20190083762,0.0,REPROVADO
65,2019.1,04C,2016090183,0.0,REPROVADO
66,2019.1,04C,20180148380,1.3,REPROVADO
67,2019.1,04C,20160132220,0.0,REPROVADO
68,2019.1,02D,20170033656,7.9,APROVADO
69,2019.1,02D,20180156640,5.0,APROVADO POR NOTA
70,2019.1,02D,20170118468,0.0,REPROVADO
71,2019.1,02D,20180136334,1.7,REPROVADO
72,2019.1,02D,20160147484,4.6,REPROVADO
73,2019.1,02D,20180107762,0.5,REPROVADO
74,2019.1,02D,20180032634,7.9,APROVADO
75,2019.1,02D,20180039733,5.0,APROVADO POR NOTA
76,2019.1,02D,20190078833,8.7,APROVADO
77,2019.1,02D,20180109524,5.3,APROVADO POR NOTA
78,2019.1,02D,20180135050,8.3,APROVADO
79,2019.1,02D,20180135702,8.4,APROVADO
80,2019.1,02D,20170037430,8.3,APROVADO
81,2019.1,02D,20170138442,8.1,APROVADO
82,2019.1,02D,20180038450,7.2,APROVADO
83,2019.1,02D,20180041393,5.1,APROVADO POR NOTA
84,2019.1,02D,20180034639,7.4,APROVADO
85,2019.1,02D,20180146250,3.3,REPROVADO
86,2019.1,02C,20180035378,6.9,APROVADO POR NOTA
87,2019.1,02C,20170137875,0.5,REPROVADO
88,2019.1,02C,20180129527,6.6,APROVADO POR NOTA
89,2019.1,02C,20180043950,3.0,REPROVADO
90,2019.1,02C,20170116169,0.0,REPROVADO
91,2019.1,02C,20180136503,7.5,APROVADO
92,2019.1,02C,20180136343,7.2,APROVADO
93,2019.1,02C,20180087973,8.5,APROVADO
94,2019.1,02C,20180044170,1.2,REPROVADO
95,2019.1,02C,20180039653,8.4,APROVADO
96,2019.1,02C,20180032616,7.7,APROVADO
97,2019.1,02C,20180108142,5.0,APROVADO POR NOTA
98,2019.1,02C,20180105982,7.3,APROVADO
99,2019.1,02C,20170137991,0.5,REPROVADO
100,2019.1,02C,20170138184,6.4,APROVADO POR NOTA
101,2019.1,02C,20180109168,8.9,APROVADO
102,2019.1,02C,20180030255,7.8,APROVADO
103,2019.1,02C,20170137703,0.0,REPROVADO
104,2019.1,02C,20180030818,0.2,REPROVADO
105,2019.1,02C,20180129760,1.0,REPROVADO
106,2019.1,02C,20180034610,0.7,REPROVADO
107,2019.1,02C,20180037677,0.0,REPROVADO
108,2019.1,02C,20170117540,7.0,APROVADO
109,2019.1,02C,20180034791,6.0,APROVADO POR NOTA
110,2019.1,02C,20180135257,2.0,REPROVADO
111,2019.1,02C,20160142011,0.0,REPROVADO POR MÉDIA E POR FALTAS
112,2019.1,05C,20170139065,2.3,REPROVADO
113,2019.1,05C,20180131024,0.5,REPROVADO
114,2019.1,05C,20180110801,2.0,REPROVADO
115,2019.1,05C,20180105866,0.0,REPROVADO
116,2019.1,05C,20170036854,0.0,REPROVADO
117,2019.1,05C,20180033435,5.7,APROVADO POR NOTA
118,2019.1,05C,20180107664,5.3,APROVADO POR NOTA
119,2019.1,05C,20170031894,5.1,APROVADO POR NOTA
120,2019.1,05C,20180040912,7.2,APROVADO
121,2019.1,05C,20180148685,0.0,REPROVADO
122,2019.1,05C,20170139397,0.0,REPROVADO
123,2019.1,05C,20180108509,7.9,APROVADO
124,2019.1,05C,20180156945,0.0,REPROVADO
125,2019.1,05C,20180108447,8.7,APROVADO
126,2019.1,05C,20180136352,6.5,APROVADO POR NOTA
127,2019.1,05C,20180106729,9.1,APROVADO
128,2019.1,05C,20180041778,0.7,REPROVADO
129,2019.1,05C,20180148980,8.2,APROVADO
130,2019.1,05C,20180107824,0.0,REPROVADO
131,2019.1,05C,20180136479,0.7,REPROVADO
132,2019.1,05C,20180136129,9.0,APROVADO
133,2019.1,05C,20180156800,6.5,APROVADO POR NOTA
134,2019.1,05C,20180043137,6.3,APROVADO POR NOTA
135,2019.1,05C,20180039831,10.0,APROVADO
136,2019.1,05C,20170183232,0.3,REPROVADO
137,2019.1,05C,20180039297,0.3,REPROVADO
138,2019.1,05C,2016022497,6.3,APROVADO POR NOTA
139,2019.1,05C,20170133277,0.3,REPROVADO
140,2019.1,05C,20180037532,6.8,APROVADO POR NOTA
141,2019.1,05C,20160143449,2.2,REPROVADO
142,2019.1,01C,20180136254,8.4,APROVADO
143,2019.1,01C,20180037819,10.0,APROVADO
144,2019.1,01C,20180108821,5.1,APROVADO POR NOTA
145,2019.1,01C,20180032975,9.0,APROVADO
146,2019.1,01C,20180146457,8.1,APROVADO
147,2019.1,01C,20180107744,9.8,APROVADO
148,2019.1,01C,20180105688,9.5,APROVADO
149,2019.1,01C,20180146466,8.3,APROVADO
150,2019.1,01C,20180134705,8.0,APROVADO
151,2019.1,01C,20180031898,10.0,APROVADO
152,2019.1,01C,20180090834,9.6,APROVADO
153,2019.1,01C,20180135551,9.5,APROVADO
154,2019.1,01C,20180135195,4.5,REPROVADO
155,2019.1,01C,20180088611,10.0,APROVADO
156,2019.1,01C,20180031557,9.5,APROVADO
157,2019.1,01C,20180107628,9.5,APROVADO
158,2019.1,01C,20180109266,8.7,APROVADO
159,2019.1,01C,20180106845,2.3,REPROVADO
160,2019.1,01C,20180109426,8.7,APROVADO
161,2019.1,01C,20180106943,9.9,APROVADO
162,2019.1,01C,20180030596,9.8,APROVADO
163,2019.1,01C,20180105964,9.1,APROVADO
164,2019.1,01C,20180030550,9.3,APROVADO
165,2019.1,01C,20180108545,10.0,APROVADO
166,2019.1,01C,20180135785,6.1,APROVADO POR NOTA
167,2019.1,01C,20180135650,4.1,REPROVADO
168,2019.1,01C,20180105848,9.6,APROVADO
169,2019.1,01C,2015010295,6.7,APROVADO POR NOTA
170,2019.1,03C,20180109800,1.0,REPROVADO
171,2019.1,03C,20180042917,8.6,APROVADO
172,2019.1,03C,20180034871,6.6,APROVADO POR NOTA
173,2019.1,03C,20180136245,7.0,APROVADO
174,2019.1,03C,20180040411,5.0,APROVADO POR NOTA
175,2019.1,03C,20180107341,6.0,APROVADO POR NOTA
176,2019.1,03C,20180036375,7.0,APROVADO
177,2019.1,03C,20180134859,3.9,REPROVADO
178,2019.1,03C,20180030030,3.4,REPROVADO
179,2019.1,03C,20180042757,5.0,APROVADO POR NOTA
180,2019.1,03C,20180146297,6.2,APROVADO POR NOTA
181,2019.1,03C,20180033032,0.0,REPROVADO POR MÉDIA E POR FALTAS
182,2019.1,03C,20190003860,0.1,REPROVADO POR MÉDIA E POR FALTAS
183,2019.1,02B,20170037010,1.3,REPROVADO
184,2019.1,02B,20170138068,0.5,REPROVADO POR MÉDIA E POR FALTAS
185,2019.1,02B,20180087650,6.0,APROVADO POR NOTA
186,2019.1,02B,20160143681,0.0,REPROVADO POR MÉDIA E POR FALTAS
187,2019.1,02B,20180039715,7.6,APROVADO
188,2019.1,02B,20180107600,6.3,APROVADO POR NOTA
189,2019.1,02B,20170033692,6.5,APROVADO POR NOTA
190,2019.1,02B,20180031655,7.5,APROVADO
191,2019.1,02B,20180106308,8.2,APROVADO
192,2019.1,02B,20180033954,0.0,REPROVADO
193,2019.1,01D,20180091690,0.4,REPROVADO
194,2019.1,01D,20180156631,10.0,APROVADO
195,2019.1,01D,20180032090,4.3,REPROVADO
196,2019.1,01D,20180107440,10.0,APROVADO
197,2019.1,01D,20160141810,8.4,APROVADO
198,2019.1,01D,20180030578,4.2,REPROVADO
199,2019.1,01D,20180108124,9.4,APROVADO
200,2019.1,01D,20180035215,4.2,REPROVADO
201,2019.1,01D,20180031412,7.3,APROVADO
202,2019.1,01D,20180031735,9.7,APROVADO
203,2019.1,01D,20180033730,9.9,APROVADO
204,2019.1,01D,20180032170,10.0,APROVADO
205,2019.1,01D,20180146340,10.0,APROVADO
206,2019.1,01D,20180146386,9.5,APROVADO
207,2019.1,01D,20180146312,10.0,APROVADO
208,2019.1,01D,20180094691,10.0,APROVADO
209,2019.1,01D,20180110507,10.0,APROVADO
210,2019.1,01D,20180031851,7.0,APROVADO
211,2019.1,01D,20180106460,8.5,APROVADO
212,2019.1,01D,20180030219,8.0,APROVADO
213,2019.1,01D,20180146330,3.6,REPROVADO
214,2019.1,01D,20180043039,6.9,APROVADO POR NOTA
215,2019.1,01D,20180043914,2.9,REPROVADO
216,2019.1,01D,20180156542,7.5,APROVADO
217,2019.1,01D,20180108760,9.7,APROVADO
218,2019.1,01D,20180035716,9.2,APROVADO
219,2019.1,01D,20180135408,2.4,REPROVADO
220,2019.1,01D,20180030872,8.7,APROVADO
221,2019.1,01D,20180135382,8.1,APROVADO
222,2019.1,05A,20180108106,1.0,REPROVADO
