,idProva,idQuestao,titulo,dataProva,quantidade,ano,idSubmissao,dataSubmissao,porcentagemAcerto,idAluno
0,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b9175a8cbf605cecda4e4c,2017-09-13 11:32:42.414000+00:00,100,5991e7253c13e92f349ee4fe
1,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917872fe9935d1a8896f7,2017-09-13 11:33:27.778000+00:00,80,59b914c0164b97408dc0a1ce
2,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917972033dc5ce6bb8268,2017-09-13 11:33:43.343000+00:00,0,59a44148bb41843e0d7055ff
3,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917a82033dc5ce6bb826e,2017-09-13 11:34:00.458000+00:00,80,59ad93671ec9d13cacb45e39
4,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917ace6bd835d1505538e,2017-09-13 11:34:04.143000+00:00,100,59ad78dbb13df13c808634a0
5,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917e0e6bd835d15055394,2017-09-13 11:34:56.768000+00:00,60,59ad9502bc71db3c85af5cd4
6,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917ed2fe9935d1a8896fd,2017-09-13 11:35:09.414000+00:00,0,59ad7a33b13df13c808634a8
7,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917f22033dc5ce6bb8274,2017-09-13 11:35:14.167000+00:00,100,59ad9691bc71db3c85af5cd5
8,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b917fa2033dc5ce6bb827a,2017-09-13 11:35:22.072000+00:00,0,59b6b6590cda1b142dc6ebe3
9,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918022033dc5ce6bb8280,2017-09-13 11:35:30.805000+00:00,100,5991e7fb8907ca2f441cd3d1
10,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918148cbf605cecda4e52,2017-09-13 11:35:48.526000+00:00,80,59ad7bedb13df13c808634ba
11,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b9182a8cbf605cecda4e58,2017-09-13 11:36:10.073000+00:00,0,59ad93041ec9d13cacb45e36
12,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b9184de6bd835d1505539a,2017-09-13 11:36:45.120000+00:00,100,5991e7fb8907ca2f441cd3d1
13,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918508cbf605cecda4e5e,2017-09-13 11:36:48.426000+00:00,40,59ad7b40bc71db3c85af5c1b
14,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918552fe9935d1a889703,2017-09-13 11:36:53.101000+00:00,0,59b910fb0b163d40b42f8e8e
15,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b91855e6bd835d150553a0,2017-09-13 11:36:53.130000+00:00,0,59b910fb0b163d40b42f8e8e
16,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918622033dc5ce6bb8286,2017-09-13 11:37:06.111000+00:00,0,59b6b6590cda1b142dc6ebe3
17,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918b32033dc5ce6bb828c,2017-09-13 11:38:27.688000+00:00,0,59b6b6590cda1b142dc6ebe3
18,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918bf2033dc5ce6bb8292,2017-09-13 11:38:39.354000+00:00,0,59b6d26c17a47c1456a5631c
19,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918c78cbf605cecda4e64,2017-09-13 11:38:47.856000+00:00,40,59ad935cb13df13c808635ba
20,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918d42fe9935d1a889709,2017-09-13 11:39:00.351000+00:00,0,59ad7b631ec9d13cacb45d37
21,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918d52033dc5ce6bb8298,2017-09-13 11:39:01.459000+00:00,40,59ad7b40bc71db3c85af5c1b
22,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918d5e6bd835d150553a6,2017-09-13 11:39:01.480000+00:00,40,59ad7b40bc71db3c85af5c1b
23,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918dee6bd835d150553ac,2017-09-13 11:39:10.344000+00:00,100,5991e7253c13e92f349ee4fe
24,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918e48cbf605cecda4e6a,2017-09-13 11:39:16.569000+00:00,40,59a4411cd8f6c93e2366456d
25,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918ed8cbf605cecda4e70,2017-09-13 11:39:25.041000+00:00,0,59a441693b5e2d46913d9aa5
26,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918f32fe9935d1a88970f,2017-09-13 11:39:31.611000+00:00,100,59a44173d8f6c93e23664579
27,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918fae6bd835d150553b2,2017-09-13 11:39:38.848000+00:00,60,59a441153b5e2d46913d9aa3
28,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918fce6bd835d150553b8,2017-09-13 11:39:40.661000+00:00,0,59ad7a28b13df13c808634a7
29,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918fc8cbf605cecda4e76,2017-09-13 11:39:40.690000+00:00,0,59ad7a28b13df13c808634a7
30,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b918ff2fe9935d1a889715,2017-09-13 11:39:43.338000+00:00,100,59a4412cd8f6c93e23664570
31,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b919002033dc5ce6bb829e,2017-09-13 11:39:44.334000+00:00,0,59b913456d479d4092d25dde
32,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b919048cbf605cecda4e7c,2017-09-13 11:39:48.777000+00:00,0,59b91423164b97408dc0a1cc
33,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b91910e6bd835d150553be,2017-09-13 11:40:00.712000+00:00,0,59b6d26c17a47c1456a5631c
34,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b9191d2fe9935d1a88971b,2017-09-13 11:40:13.071000+00:00,60,59a444704e04554853a55c84
35,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b9193a2033dc5ce6bb82a4,2017-09-13 11:40:42.101000+00:00,100,5991e7fb8907ca2f441cd3d1
36,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b91944e6bd835d150553c4,2017-09-13 11:40:52.357000+00:00,0,59a46a71083944486df05017
37,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b91951e6bd835d150553ca,2017-09-13 11:41:05.936000+00:00,40,59ad7b40bc71db3c85af5c1b
38,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b919512033dc5ce6bb82aa,2017-09-13 11:41:05.954000+00:00,40,59ad7b40bc71db3c85af5c1b
39,59b90fdb164b97408dc0a1c3,59b8512ba5e6fd53e89dde9a,"Questão 2, Prova 1 - Prof. Rummenigge",2017-09-13 11:01:00.888000+00:00,1,2017.2,59b9196d8cbf605cecda4e82,2017-09-13 11:41:33.889000+00:00,60,59b912f66d479d4092d25ddd
