,titulo,idAluno,questoesFeitas,quantidade,NotaLista,ano,descricaoTurma,idTurma,matricula
0,Lista de Exercícios 1 - Expressões e variáveis,5991cb910be9d42f2f68b906,11,15,73.33333333333333,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170039453
1,Lista de Exercícios 1 - Expressões e variáveis,5991cd1a8907ca2f441cd313,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170038394
2,Lista de Exercícios 1 - Expressões e variáveis,5991cd34b3c8b42f3d5da3fd,6,15,40.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170001812
3,Lista de Exercícios 1 - Expressões e variáveis,5991cd37b3c8b42f3d5da3fe,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170102735
4,Lista de Exercícios 1 - Expressões e variáveis,5991cd39b3c8b42f3d5da3ff,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170043590
5,Lista de Exercícios 1 - Expressões e variáveis,5991cd3ab3c8b42f3d5da400,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170038133
6,Lista de Exercícios 1 - Expressões e variáveis,5991cd3c3c13e92f349ee47a,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170035211
7,Lista de Exercícios 1 - Expressões e variáveis,5991cd3e8907ca2f441cd314,10,15,66.66666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170102753
8,Lista de Exercícios 1 - Expressões e variáveis,5991cd45b3c8b42f3d5da401,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170038699
9,Lista de Exercícios 1 - Expressões e variáveis,5991cd483c13e92f349ee47b,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170031419
10,Lista de Exercícios 1 - Expressões e variáveis,5991cd490be9d42f2f68b907,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170031393
11,Lista de Exercícios 1 - Expressões e variáveis,5991cd520be9d42f2f68b908,7,15,46.666666666666664,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170035356
12,Lista de Exercícios 1 - Expressões e variáveis,5991cd580be9d42f2f68b909,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170041219
13,Lista de Exercícios 1 - Expressões e variáveis,5991cd63b3c8b42f3d5da402,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170096736
14,Lista de Exercícios 1 - Expressões e variáveis,5991cd640be9d42f2f68b90a,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170030832
15,Lista de Exercícios 1 - Expressões e variáveis,5991cd65b3c8b42f3d5da403,10,15,66.66666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170099110
16,Lista de Exercícios 1 - Expressões e variáveis,5991cd673c13e92f349ee47c,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170034976
17,Lista de Exercícios 1 - Expressões e variáveis,5991cd688907ca2f441cd315,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170030690
18,Lista de Exercícios 1 - Expressões e variáveis,5991cd6e3c13e92f349ee47d,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170033057
19,Lista de Exercícios 1 - Expressões e variáveis,5991cd700be9d42f2f68b90b,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170040552
20,Lista de Exercícios 1 - Expressões e variáveis,5991cd76b3c8b42f3d5da404,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170044776
21,Lista de Exercícios 1 - Expressões e variáveis,5991cd793c13e92f349ee481,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170037234
22,Lista de Exercícios 1 - Expressões e variáveis,5991cd870be9d42f2f68b90c,8,15,53.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170033772
23,Lista de Exercícios 1 - Expressões e variáveis,5991cd8bb3c8b42f3d5da405,5,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170033478
24,Lista de Exercícios 1 - Expressões e variáveis,5991cd8e8907ca2f441cd316,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170033950
25,Lista de Exercícios 1 - Expressões e variáveis,5991cd8fb3c8b42f3d5da406,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170035632
26,Lista de Exercícios 1 - Expressões e variáveis,5991cd94b3c8b42f3d5da407,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170043394
27,Lista de Exercícios 1 - Expressões e variáveis,5991cd963c13e92f349ee482,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170044130
28,Lista de Exercícios 1 - Expressões e variáveis,5991cda50be9d42f2f68b90d,11,15,73.33333333333333,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170033093
29,Lista de Exercícios 1 - Expressões e variáveis,5991cdadb3c8b42f3d5da40b,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170035310
30,Lista de Exercícios 1 - Expressões e variáveis,5991cdb78907ca2f441cd317,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,59a3ff1ee1cd2047bee7da61,20170031179
31,Lista de Exercícios 1 - Expressões e variáveis,5991ce280be9d42f2f68b911,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170043133
32,Lista de Exercícios 1 - Expressões e variáveis,5991e6b2b3c8b42f3d5da485,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170030556
33,Lista de Exercícios 1 - Expressões e variáveis,5991e6ccb3c8b42f3d5da486,13,15,80.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170044650
33,Lista de Exercícios 1 - Expressões e variáveis,5991e6ccb3c8b42f3d5da486,13,15,80.0,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03C,5adffd8c59a2a54c937079ef,20170044650
34,Lista de Exercícios 1 - Expressões e variáveis,5991e6dd3c13e92f349ee4fb,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170033039
